,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
3275,Big Shaq,Man's Not Hot,186026,0,2017,62,0.905,0.884,0,-4.076,1,0.236,0.111,8.31e-05,0.107,0.588,135.048,pop
3276,Big Shaq,Man's Not Hot,186026,0,2017,62,0.905,0.884,0,-4.076,1,0.236,0.111,8.31e-05,0.107,0.588,135.048,Dance/Electronic
3277,Anne-Marie,Ciao Adios,200104,0,2017,57,0.698,0.882,4,-3.078,0,0.0863,0.127,0.0,0.15,0.445,106.083,pop
3278,Anne-Marie,Ciao Adios,200104,0,2017,57,0.698,0.882,4,-3.078,0,0.0863,0.127,0.0,0.15,0.445,106.083,Dance/Electronic
3279,Rag'n'Bone Man,Human,200186,0,2017,76,0.602,0.707,9,-4.097,1,0.302,0.393,0.0,0.165,0.554,75.087,R&B
3280,blackbear,do re mi,212027,1,2017,4,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,hip hop
3281,blackbear,do re mi,212027,1,2017,4,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,pop
3282,blackbear,do re mi,212027,1,2017,4,0.745,0.593,8,-6.35,1,0.0526,0.00522,5.25e-06,0.123,0.17,111.002,Dance/Electronic
3283,Lil Pump,Gucci Gang,124055,1,2017,64,0.936,0.523,5,-6.71,1,0.0597,0.239,0.0,0.117,0.699,119.889,hip hop
3284,Taylor Swift,Look What You Made Me Do,211853,0,2017,76,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,pop
3285,Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,0,2017,70,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,pop
3286,Enrique Iglesias,SUBEME LA RADIO (feat. Descemer Bueno & Zion & Lennox),207680,0,2017,70,0.688,0.822,0,-3.304,1,0.0537,0.0642,0.0,0.241,0.66,91.011,latin
3287,Kodak Black,Tunnel Vision,268186,1,2017,51,0.497,0.489,11,-7.724,0,0.294,0.0576,9.91e-05,0.122,0.231,171.853,hip hop
3288,Kendrick Lamar,DNA.,185946,1,2017,0,0.636,0.517,0,-6.759,1,0.36,0.00402,0.0,0.0874,0.394,139.928,hip hop
3289,A Boogie Wit da Hoodie,Drowning (feat. Kodak Black),209269,1,2017,0,0.839,0.81,5,-5.274,0,0.0568,0.501,0.0,0.117,0.814,129.014,hip hop
3290,XXXTENTACION,Jocelyn Flores,119133,1,2017,83,0.872,0.391,0,-9.144,0,0.242,0.469,4.13e-06,0.297,0.437,134.021,hip hop
3291,Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,1,2017,72,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,hip hop
3292,Migos,Bad and Boujee (feat. Lil Uzi Vert),343150,1,2017,72,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079,pop
3293,Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,1,2017,67,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,hip hop
3294,Yo Gotti,Rake It Up (feat. Nicki Minaj),276333,1,2017,67,0.91,0.444,1,-8.126,0,0.344,0.022,0.0,0.137,0.53,149.953,pop
3295,Martin Garrix,Scared to Be Lonely,220883,0,2017,77,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,pop
3296,Martin Garrix,Scared to Be Lonely,220883,0,2017,77,0.584,0.54,1,-7.786,0,0.0576,0.0895,0.0,0.261,0.195,137.972,Dance/Electronic
3297,Jonas Blue,Mama,181614,0,2017,51,0.739,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016,pop
3298,Jonas Blue,Mama,181614,0,2017,51,0.739,0.792,11,-4.256,0,0.0418,0.091,0.0,0.0516,0.547,104.016,Dance/Electronic
3299,Martin Jensen,Solo Dance,174933,0,2016,0,0.744,0.836,6,-2.396,0,0.0507,0.0435,0.0,0.194,0.36,114.965,pop
3300,Martin Jensen,Solo Dance,174933,0,2016,0,0.744,0.836,6,-2.396,0,0.0507,0.0435,0.0,0.194,0.36,114.965,Dance/Electronic
3301,Taylor Swift,...Ready For It?,208186,0,2017,73,0.613,0.764,2,-6.509,1,0.136,0.0527,0.0,0.197,0.417,160.015,pop
3302,David Guetta,2U (feat. Justin Bieber),194896,0,2017,67,0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,hip hop
3303,David Guetta,2U (feat. Justin Bieber),194896,0,2017,67,0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,pop
3304,David Guetta,2U (feat. Justin Bieber),194896,0,2017,67,0.548,0.65,8,-5.827,0,0.0591,0.219,0.0,0.225,0.557,144.937,Dance/Electronic
3305,Migos,Slippery (feat. Gucci Mane),304041,1,2017,68,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967,hip hop
3306,Migos,Slippery (feat. Gucci Mane),304041,1,2017,68,0.92,0.675,1,-5.661,0,0.263,0.307,0.0,0.104,0.749,141.967,pop
3307,Shawn Mendes,There's Nothing Holdin' Me Back,199440,0,2017,0,0.857,0.8,2,-4.035,1,0.0583,0.381,0.0,0.0913,0.966,121.996,pop
3308,G-Eazy,Good Life (with G-Eazy & Kehlani),225520,0,2017,63,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073,hip hop
3309,G-Eazy,Good Life (with G-Eazy & Kehlani),225520,0,2017,63,0.572,0.778,1,-5.208,1,0.233,0.00638,0.0,0.0563,0.54,168.073,pop
3310,The Vamps,All Night,197640,0,2017,73,0.538,0.804,8,-5.194,1,0.0358,0.0041,0.0,0.33,0.507,144.992,pop
3311,Dua Lipa,New Rules,212000,0,2017,61,0.763,0.72,9,-5.181,0,0.0691,0.00261,1.11e-05,0.114,0.592,116.01,pop
3312,Cardi B,Bodak Yellow,223962,1,2017,59,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022,hip hop
3313,Cardi B,Bodak Yellow,223962,1,2017,59,0.929,0.723,11,-5.792,0,0.109,0.0672,0.0,0.346,0.458,125.022,pop
