,artist,song,duration_ms,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
498,Daniel Bedingfield,Gotta Get Thru This - D'N'D Radio Edit,161240,0,2002,56,0.838,0.764,7,-5.076,0,0.0586,0.0862,0.000122,0.0906,0.924,133.592,pop
499,Coldplay,Clocks,307879,0,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,rock
500,Coldplay,Clocks,307879,0,2002,79,0.577,0.749,5,-7.215,0,0.0279,0.599,0.0115,0.183,0.255,130.97,pop
501,Missy Elliott,Work It,263226,1,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,hip hop
502,Missy Elliott,Work It,263226,1,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,pop
503,Missy Elliott,Work It,263226,1,2002,70,0.884,0.677,1,-5.603,1,0.283,0.0778,0.0,0.0732,0.584,101.868,R&B
504,Ronan Keating,If Tomorrow Never Comes,214306,0,2002,60,0.555,0.496,10,-6.136,1,0.028,0.333,0.0,0.0956,0.27,79.01,pop
505,Ronan Keating,If Tomorrow Never Comes,214306,0,2002,60,0.555,0.496,10,-6.136,1,0.028,0.333,0.0,0.0956,0.27,79.01,rock
506,Big Tymers,Still Fly,335613,1,2002,64,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97e-06,0.339,0.56,177.928,hip hop
507,Big Tymers,Still Fly,335613,1,2002,64,0.675,0.607,11,-3.538,1,0.162,0.0302,8.97e-06,0.339,0.56,177.928,pop
508,Creed,My Sacrifice,294600,0,2001,69,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,pop
509,Creed,My Sacrifice,294600,0,2001,69,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,rock
510,Creed,My Sacrifice,294600,0,2001,69,0.32,0.88,2,-6.035,1,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,metal
511,Ja Rule,Always On Time,245133,1,2001,73,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673,hip hop
512,Ja Rule,Always On Time,245133,1,2001,73,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673,pop
513,Ja Rule,Always On Time,245133,1,2001,73,0.839,0.706,5,-6.104,0,0.199,0.208,0.0,0.242,0.839,96.673,R&B
514,Ashanti,Foolish,227386,1,2002,70,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,hip hop
515,Ashanti,Foolish,227386,1,2002,70,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,pop
516,Ashanti,Foolish,227386,1,2002,70,0.665,0.695,0,-5.763,1,0.0532,0.347,0.0,0.106,0.707,90.119,R&B
517,Avril Lavigne,Sk8er Boi,204000,0,2002,75,0.487,0.9,0,-4.417,1,0.0482,6.79e-05,0.0,0.358,0.484,149.937,pop
518,DJ Sammy,Heaven,233600,0,2002,63,0.571,0.953,8,-5.601,1,0.0548,0.0011,0.000606,0.226,0.601,137.965,pop
519,Britney Spears,"I'm Not a Girl, Not Yet a Woman",231066,0,2001,58,0.534,0.543,3,-6.857,1,0.0245,0.579,0.0,0.112,0.418,78.996,pop
520,Cam’ron,Oh Boy,204706,1,2002,67,0.754,0.767,6,-5.586,1,0.145,0.0216,0.0,0.172,0.828,83.014,hip hop
521,Cam’ron,Oh Boy,204706,1,2002,67,0.754,0.767,6,-5.586,1,0.145,0.0216,0.0,0.172,0.828,83.014,pop
522,Red Hot Chili Peppers,By the Way,216933,0,2002,73,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,rock
523,Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,0,2002,60,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,rock
524,Elvis Presley,A Little Less Conversation - JXL Radio Edit Remix,211506,0,2002,60,0.597,0.97,4,-5.972,0,0.0502,0.000385,0.205,0.133,0.717,114.999,easy listening
525,Atomic Kitten,The Tide Is High - Radio Mix,206093,0,2002,65,0.783,0.649,7,-4.127,1,0.0322,0.0209,0.00482,0.067,0.665,103.997,pop
526,*NSYNC,Girlfriend,253600,0,2001,50,0.745,0.807,0,-5.191,0,0.0884,0.0887,1.49e-05,0.0283,0.858,93.967,pop
527,Robbie Williams,Somethin' Stupid,170493,0,2001,64,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,pop
528,Robbie Williams,Somethin' Stupid,170493,0,2001,64,0.654,0.515,0,-12.185,1,0.0261,0.429,5.62e-06,0.174,0.677,106.191,rock
529,Alanis Morissette,Hands Clean,269400,0,2002,57,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,pop
530,Alanis Morissette,Hands Clean,269400,0,2002,57,0.513,0.82,7,-5.428,1,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,Folk/Acoustic
531,Usher,U Don't Have to Call,269400,1,2001,59,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,hip hop
532,Usher,U Don't Have to Call,269400,1,2001,59,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,pop
533,Usher,U Don't Have to Call,269400,1,2001,59,0.793,0.568,1,-4.958,1,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,R&B
534,Creed,One Last Breath - Radio Version,242000,0,2015,47,0.38,0.725,2,-6.094,1,0.0365,0.00571,0.00015,0.3,0.202,130.581,pop
535,Creed,One Last Breath - Radio Version,242000,0,2015,47,0.38,0.725,2,-6.094,1,0.0365,0.00571,0.00015,0.3,0.202,130.581,rock
536,Creed,One Last Breath - Radio Version,242000,0,2015,47,0.38,0.725,2,-6.094,1,0.0365,0.00571,0.00015,0.3,0.202,130.581,metal
537,The Goo Goo Dolls,Here Is Gone,238173,0,2002,56,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192,pop
538,The Goo Goo Dolls,Here Is Gone,238173,0,2002,56,0.338,0.685,1,-5.178,1,0.0322,0.00052,0.000512,0.109,0.221,102.192,rock
539,Puddle Of Mudd,She Hates Me,216760,1,2001,70,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,rock
540,Puddle Of Mudd,She Hates Me,216760,1,2001,70,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,metal
541,Ludacris,Rollout (My Business),296586,1,2001,60,0.921,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.059,hip hop
542,Ludacris,Rollout (My Business),296586,1,2001,60,0.921,0.668,7,-8.73,1,0.235,0.0949,0.0,0.592,0.892,131.059,pop
543,Blazin' Squad,Crossroads - Radio Edit,188693,0,2012,40,0.661,0.746,4,-5.153,1,0.042,0.109,0.0,0.325,0.502,144.188,set()
544,Default,Wasting My Time,268693,0,2001,40,0.443,0.769,2,-5.529,1,0.0312,0.00138,0.0,0.0677,0.17,147.973,rock
545,Default,Wasting My Time,268693,0,2001,40,0.443,0.769,2,-5.529,1,0.0312,0.00138,0.0,0.0677,0.17,147.973,pop
546,Default,Wasting My Time,268693,0,2001,40,0.443,0.769,2,-5.529,1,0.0312,0.00138,0.0,0.0677,0.17,147.973,metal
547,Michelle Branch,All You Wanted,217680,0,2001,60,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,pop
548,Michelle Branch,All You Wanted,217680,0,2001,60,0.499,0.72,8,-9.101,1,0.0286,0.00466,0.00303,0.122,0.652,96.103,Folk/Acoustic
549,Daniel Bedingfield,If You're Not The One,257026,0,2002,58,0.688,0.538,10,-7.608,1,0.0292,0.504,0.0,0.111,0.27,119.998,pop
550,Enrique Iglesias,Escape,208626,0,2001,56,0.776,0.844,11,-5.305,1,0.0297,0.0277,0.000244,0.135,0.868,125.972,pop
551,Enrique Iglesias,Escape,208626,0,2001,56,0.776,0.844,11,-5.305,1,0.0297,0.0277,0.000244,0.135,0.868,125.972,latin
552,Puddle Of Mudd,Blurry,303920,0,2001,64,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469,rock
553,Puddle Of Mudd,Blurry,303920,0,2001,64,0.432,0.936,3,-4.537,0,0.0562,0.00691,0.0,0.14,0.499,157.469,metal
554,Coldplay,In My Place,226680,0,2002,72,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,rock
555,Coldplay,In My Place,226680,0,2002,72,0.424,0.588,9,-5.455,1,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,pop
556,Outkast,The Whole World (feat. Killer Mike),295346,1,2001,51,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.717,184.682,hip hop
557,Outkast,The Whole World (feat. Killer Mike),295346,1,2001,51,0.814,0.852,2,-6.176,1,0.401,0.0958,1.32e-06,0.0288,0.717,184.682,pop
558,P!nk,Don't Let Me Get Me - Radio Edit,210693,0,2001,60,0.624,0.85,0,-4.754,0,0.0756,0.00234,0.0,0.0621,0.615,98.525,pop
559,50 Cent,In Da Club,193466,1,2003,81,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,hip hop
560,50 Cent,In Da Club,193466,1,2003,81,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,pop
561,Sean Paul,Get Busy,211666,0,2002,74,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,hip hop
562,Sean Paul,Get Busy,211666,0,2002,74,0.735,0.824,10,-4.143,0,0.036,0.615,0.0,0.158,0.726,100.202,pop
563,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack",322226,1,2004,77,0.686,0.735,2,-4.616,1,0.264,0.00921,0.00066,0.342,0.0596,171.355,hip hop
564,Beyoncé,Crazy In Love (feat. Jay-Z),236133,0,2003,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,pop
565,Beyoncé,Crazy In Love (feat. Jay-Z),236133,0,2003,76,0.646,0.77,2,-6.596,0,0.226,0.00249,0.0,0.0715,0.681,99.165,R&B
566,Counting Crows,Big Yellow Taxi,225426,0,2003,50,0.669,0.873,8,-4.315,1,0.0494,0.00204,0.0,0.137,0.827,88.029,rock
567,Counting Crows,Big Yellow Taxi,225426,0,2003,50,0.669,0.873,8,-4.315,1,0.0494,0.00204,0.0,0.137,0.827,88.029,pop
568,Black Eyed Peas,Where Is The Love?,272533,0,2003,68,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,hip hop
569,Black Eyed Peas,Where Is The Love?,272533,0,2003,68,0.835,0.687,5,-3.18,1,0.184,0.101,0.0,0.132,0.828,94.059,pop
570,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,0,2002,70,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,hip hop
571,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,0,2002,70,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,pop
572,Jennifer Lopez,Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,187840,0,2002,70,0.845,0.768,6,-5.448,1,0.188,0.00733,5.04e-06,0.0575,0.96,100.0,R&B
573,Black Eyed Peas,Shut Up,296186,0,2003,56,0.81,0.714,2,-3.966,1,0.243,0.0637,0.0,0.237,0.561,112.968,hip hop
574,Black Eyed Peas,Shut Up,296186,0,2003,56,0.81,0.714,2,-3.966,1,0.243,0.0637,0.0,0.237,0.561,112.968,pop
575,t.A.T.u.,All The Things She Said,214440,1,2020,39,0.527,0.834,5,-5.767,0,0.0474,0.0411,0.00599,0.105,0.381,179.92,pop
576,Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,0,2003,66,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017,pop
577,Benny Benassi,Satisfaction (Isak Original Extended) - Benny Benassi Presents The Biz,285570,0,2003,66,0.793,0.698,11,-3.626,1,0.104,0.163,0.145,0.0745,0.339,130.017,Dance/Electronic
578,Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,1,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,hip hop
579,Busta Rhymes,I Know What You Want (feat. Flipmode Squad),324306,1,2002,68,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,pop
580,Panjabi MC,Mundian to Bach Ke,244666,0,2003,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077,World/Traditional
581,Panjabi MC,Mundian to Bach Ke,244666,0,2003,61,0.778,0.879,8,-4.951,0,0.0371,0.399,0.792,0.15,0.942,98.077,hip hop
582,Mis-Teeq,Scandalous - U.S. Radio Edit,238840,0,2004,59,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,pop
583,Mis-Teeq,Scandalous - U.S. Radio Edit,238840,0,2004,59,0.734,0.668,0,-3.935,0,0.0349,0.0526,0.0,0.0925,0.651,99.971,Dance/Electronic
584,JAY-Z,03' Bonnie & Clyde,205560,1,2002,71,0.759,0.678,9,-5.148,0,0.314,0.23,0.0,0.15,0.327,89.64,hip hop
585,50 Cent,P.I.M.P.,249480,1,2003,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,hip hop
586,50 Cent,P.I.M.P.,249480,1,2003,76,0.712,0.772,10,-3.024,0,0.346,0.0521,4.35e-06,0.0368,0.848,84.722,pop
587,Jamelia,Superstar,215480,0,2003,69,0.801,0.645,1,-6.93,1,0.0356,0.0457,0.0,0.0357,0.824,110.01,pop
588,Linkin Park,Faint,162600,0,2003,72,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,rock
589,Linkin Park,Faint,162600,0,2003,72,0.554,0.978,4,-3.554,1,0.131,0.111,0.0,0.0731,0.594,135.095,metal
590,DMX,X Gon' Give It To Ya,217586,1,2007,70,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027,hip hop
591,DMX,X Gon' Give It To Ya,217586,1,2007,70,0.761,0.899,10,-3.09,0,0.183,0.0135,0.0,0.0719,0.673,95.027,pop
592,Evanescence,Bring Me To Life,235893,0,2003,79,0.331,0.943,4,-3.188,0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,metal
593,Sugababes,Hole In The Head,218173,0,2003,57,0.785,0.933,6,-4.629,0,0.0309,0.0303,0.0,0.137,0.962,125.011,pop
594,Sugababes,Hole In The Head,218173,0,2003,57,0.785,0.933,6,-4.629,0,0.0309,0.0303,0.0,0.137,0.962,125.011,R&B
595,Craig David,Rise & Fall (feat. Sting),287226,0,2002,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373,hip hop
596,Craig David,Rise & Fall (feat. Sting),287226,0,2002,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373,pop
597,Craig David,Rise & Fall (feat. Sting),287226,0,2002,59,0.405,0.589,6,-7.51,0,0.0586,0.252,0.0,0.661,0.808,83.373,R&B
598,Three Days Grace,I Hate Everything About You,231480,0,2003,72,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,rock
599,Three Days Grace,I Hate Everything About You,231480,0,2003,72,0.498,0.83,6,-5.157,0,0.0421,0.00461,0.0,0.139,0.453,89.342,metal
600,Lil Jon & The East Side Boyz,Get Low,324600,0,2002,47,0.78,0.604,1,-8.019,1,0.0396,0.022,0.0,0.194,0.12,101.043,hip hop
601,Lil Jon & The East Side Boyz,Get Low,324600,0,2002,47,0.78,0.604,1,-8.019,1,0.0396,0.022,0.0,0.194,0.12,101.043,pop
602,B2K,"Bump, Bump, Bump (feat. P. Diddy)",282773,0,2003,62,0.835,0.68,1,-6.02,0,0.21,0.1,0.0,0.049,0.889,95.508,hip hop
603,B2K,"Bump, Bump, Bump (feat. P. Diddy)",282773,0,2003,62,0.835,0.68,1,-6.02,0,0.21,0.1,0.0,0.049,0.889,95.508,pop
604,B2K,"Bump, Bump, Bump (feat. P. Diddy)",282773,0,2003,62,0.835,0.68,1,-6.02,0,0.21,0.1,0.0,0.049,0.889,95.508,R&B
605,Baby Bash,Suga Suga,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,hip hop
606,Baby Bash,Suga Suga,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,pop
607,Baby Bash,Suga Suga,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,R&B
608,Baby Bash,Suga Suga,239026,0,2003,73,0.662,0.748,5,-3.041,0,0.268,0.688,8.43e-06,0.0841,0.535,82.331,latin
609,Aaliyah,Miss You - Main,245240,0,2002,36,0.602,0.34,10,-9.867,1,0.0375,0.618,0.0,0.234,0.511,109.598,hip hop
610,Aaliyah,Miss You - Main,245240,0,2002,36,0.602,0.34,10,-9.867,1,0.0375,0.618,0.0,0.234,0.511,109.598,pop
611,Aaliyah,Miss You - Main,245240,0,2002,36,0.602,0.34,10,-9.867,1,0.0375,0.618,0.0,0.234,0.511,109.598,R&B
612,Britney Spears,Me Against the Music (feat. Madonna) - LP Version / Video Mix,223773,0,2003,59,0.804,0.836,6,-6.635,0,0.089,0.32,0.0,0.213,0.85,120.046,pop
613,Blue,Sorry Seems To Be The Hardest Word,210066,0,2004,57,0.564,0.6,7,-6.814,0,0.0305,0.183,2.19e-06,0.38,0.442,78.955,pop
614,Delta Goodrem,Lost Without You,248546,0,2003,54,0.581,0.747,7,-6.682,1,0.0283,0.0365,1.69e-06,0.193,0.514,146.301,pop
615,Justin Timberlake,Rock Your Body,267266,0,2002,76,0.892,0.714,4,-6.055,0,0.141,0.201,0.000234,0.0521,0.817,100.972,pop
616,The White Stripes,Seven Nation Army,231920,0,2003,3,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904,rock
617,The White Stripes,Seven Nation Army,231920,0,2003,3,0.741,0.469,4,-7.627,0,0.0805,0.00601,0.447,0.306,0.313,123.904,blues
618,Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,298600,1,2003,54,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,hip hop
619,Youngbloodz,Damn! (feat. Lil' Jon) - Club Mix,298600,1,2003,54,0.772,0.724,6,-5.799,0,0.307,0.0149,0.0,0.355,0.518,84.038,pop
620,Beyoncé,Baby Boy (feat. Sean Paul),244826,0,2003,63,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,pop
621,Beyoncé,Baby Boy (feat. Sean Paul),244826,0,2003,63,0.655,0.488,1,-9.17,1,0.22,0.0825,1.16e-06,0.221,0.791,91.025,R&B
622,Lil' Kim,Magic Stick,359973,1,2019,47,0.849,0.498,2,-7.872,1,0.272,0.116,4.49e-05,0.268,0.502,92.98,hip hop
623,Lil' Kim,Magic Stick,359973,1,2019,47,0.849,0.498,2,-7.872,1,0.272,0.116,4.49e-05,0.268,0.502,92.98,pop
624,Lil' Kim,Magic Stick,359973,1,2019,47,0.849,0.498,2,-7.872,1,0.272,0.116,4.49e-05,0.268,0.502,92.98,R&B
625,Christina Aguilera,Can't Hold Us Down (feat. Lil' Kim),255266,0,2002,61,0.859,0.658,8,-4.481,1,0.192,0.0326,0.00181,0.0651,0.538,98.989,pop
626,Nickelback,Someday,207466,0,2003,68,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,rock
627,Nickelback,Someday,207466,0,2003,68,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.597,163.118,metal
628,Blue,U Make Me Wanna - Radio Edit,222400,0,2003,48,0.6,0.736,7,-6.228,1,0.0329,0.325,0.0,0.137,0.848,158.108,pop
629,Ashanti,Rain On Me,297960,0,2003,50,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,hip hop
630,Ashanti,Rain On Me,297960,0,2003,50,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,pop
631,Ashanti,Rain On Me,297960,0,2003,50,0.606,0.699,8,-3.103,0,0.0337,0.343,1.89e-06,0.0757,0.509,83.701,R&B
632,Trapt,Headstrong,285569,1,2002,72,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,rock
633,Trapt,Headstrong,285569,1,2002,72,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,metal
634,Simply Red,Sunrise,199040,0,2008,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987,rock
635,Simply Red,Sunrise,199040,0,2008,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987,R&B
636,Simply Red,Sunrise,199040,0,2008,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987,Folk/Acoustic
637,Simply Red,Sunrise,199040,0,2008,58,0.791,0.733,5,-5.123,0,0.029,0.00189,0.201,0.0859,0.917,105.987,pop
638,Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",184906,0,2003,61,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958,pop
639,Lumidee,"Never Leave You (Uh Oooh, Uh Oooh)",184906,0,2003,61,0.811,0.657,6,-6.197,1,0.362,0.0391,0.712,0.0798,0.777,199.958,R&B
640,Girls Aloud,Sound Of The Underground,221426,0,2003,58,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67e-05,0.328,0.88,163.944,pop
641,Girls Aloud,Sound Of The Underground,221426,0,2003,58,0.568,0.867,11,-5.861,1,0.0365,0.00344,4.67e-05,0.328,0.88,163.944,Dance/Electronic
642,Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,0,2016,52,0.527,0.808,1,-4.749,1,0.295,0.176,0.0,0.169,0.907,87.025,hip hop
643,Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,0,2016,52,0.527,0.808,1,-4.749,1,0.295,0.176,0.0,0.169,0.907,87.025,pop
644,Nelly,Shake Ya Tailfeather (feat. P. Diddy & Murphy Lee) - 2016 Remaster,293666,0,2016,52,0.527,0.808,1,-4.749,1,0.295,0.176,0.0,0.169,0.907,87.025,R&B
645,Room 5,Make Luv,212413,0,2003,57,0.883,0.887,1,-4.92,1,0.116,0.0111,0.63,0.0367,0.648,124.814,Dance/Electronic
646,Fatman Scoop,Be Faithful,164506,1,2009,49,0.649,0.713,7,-6.488,1,0.295,0.000787,0.0,0.318,0.629,101.129,hip hop
647,Limp Bizkit,Behind Blue Eyes,269973,0,2003,70,0.595,0.489,7,-6.66,1,0.0271,0.497,0.0,0.119,0.0902,120.315,metal
648,Sugababes,Too Lost In You,237693,0,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,pop
649,Sugababes,Too Lost In You,237693,0,2003,58,0.586,0.705,1,-4.904,0,0.0287,0.0485,0.0,0.15,0.459,98.014,R&B
650,50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,1,2003,57,0.802,0.863,1,-3.552,1,0.2,0.0199,0.0,0.141,0.873,81.008,hip hop
651,50 Cent,"Wanksta - From ""8 Mile"" Soundtrack",219400,1,2003,57,0.802,0.863,1,-3.552,1,0.2,0.0199,0.0,0.141,0.873,81.008,pop
652,Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,1,2003,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,hip hop
653,Pharrell Williams,Frontin' (feat. Jay-Z) - Club Mix,236506,1,2003,67,0.894,0.404,9,-5.913,0,0.13,0.453,1.57e-06,0.0801,0.759,102.009,pop
654,Chingy,Right Thurr,250746,1,2003,69,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,hip hop
655,Chingy,Right Thurr,250746,1,2003,69,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,pop
656,Chingy,Right Thurr,250746,1,2003,69,0.866,0.749,2,-3.977,1,0.253,0.15,0.0,0.0614,0.891,92.074,R&B
657,Eminem,Sing For The Moment,339546,1,2002,71,0.668,0.824,5,-4.164,0,0.137,0.0017,3.05e-06,0.0426,0.185,163.961,hip hop
658,Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,1,2003,48,0.853,0.752,1,-8.831,1,0.339,0.178,4.65e-06,0.0553,0.935,104.946,hip hop
659,Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,1,2003,48,0.853,0.752,1,-8.831,1,0.339,0.178,4.65e-06,0.0553,0.935,104.946,pop
660,Lil' Kim,The Jump Off (feat. Mr. Cheeks) - Remix,234800,1,2003,48,0.853,0.752,1,-8.831,1,0.339,0.178,4.65e-06,0.0553,0.935,104.946,R&B
661,Mýa,My Love Is Like...Wo - Main Mix,209533,0,2003,48,0.831,0.695,4,-6.491,1,0.109,0.194,1.24e-05,0.309,0.722,132.817,pop
662,Mýa,My Love Is Like...Wo - Main Mix,209533,0,2003,48,0.831,0.695,4,-6.491,1,0.109,0.194,1.24e-05,0.309,0.722,132.817,R&B
663,50 Cent,21 Questions,224440,1,2003,72,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,hip hop
664,50 Cent,21 Questions,224440,1,2003,72,0.646,0.813,6,-3.846,0,0.299,0.349,9.37e-05,0.0427,0.895,92.729,pop
665,Nelly,Air Force Ones,304000,1,2002,61,0.784,0.459,4,-9.74,0,0.317,0.0847,0.0,0.079,0.618,164.062,hip hop
666,Nelly,Air Force Ones,304000,1,2002,61,0.784,0.459,4,-9.74,0,0.317,0.0847,0.0,0.079,0.618,164.062,pop
667,Nelly,Air Force Ones,304000,1,2002,61,0.784,0.459,4,-9.74,0,0.317,0.0847,0.0,0.079,0.618,164.062,R&B
668,Missy Elliott,Gossip Folks (feat. Ludacris),234893,1,2002,57,0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732,hip hop
669,Missy Elliott,Gossip Folks (feat. Ludacris),234893,1,2002,57,0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732,pop
670,Missy Elliott,Gossip Folks (feat. Ludacris),234893,1,2002,57,0.707,0.538,0,-5.264,1,0.505,0.362,0.0,0.317,0.439,121.732,R&B
671,Girls Aloud,Jump,220360,0,2003,60,0.658,0.826,8,-6.031,1,0.0346,0.00189,0.00275,0.0492,0.795,134.465,pop
672,Girls Aloud,Jump,220360,0,2003,60,0.658,0.826,8,-6.031,1,0.0346,0.00189,0.00275,0.0492,0.795,134.465,Dance/Electronic
673,Ultrabeat,Pretty Green Eyes - Radio Edit,201920,0,2003,59,0.553,0.775,1,-10.284,0,0.043,0.212,0.0,0.0728,0.51,139.993,pop
674,Ultrabeat,Pretty Green Eyes - Radio Edit,201920,0,2003,59,0.553,0.775,1,-10.284,0,0.043,0.212,0.0,0.0728,0.51,139.993,Dance/Electronic
