,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
366,292000,45,0.699,0.403,-8.564,0.0614,0.421,0.0,0.126,0.5,113.922
2149,199480,67,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021
1286,207506,67,0.548,0.554,-6.408,0.0587,0.283,0.0,0.0708,0.382,79.918
1356,237053,68,0.701,0.724,-5.751,0.145,0.267,0.0,0.0867,0.425,132.035
1407,333680,57,0.787,0.808,-5.454,0.0511,0.0143,0.257,0.0466,0.942,127.99
637,199040,58,0.791,0.733,-5.123,0.029,0.00189,0.201,0.0859,0.917,105.987
691,213760,57,0.751,0.84,-4.855,0.349,0.367,0.0,0.0916,0.801,99.057
2086,196133,65,0.549,0.932,-4.11,0.343,0.0127,0.0,0.347,0.787,82.439
2807,323480,70,0.589,0.621,-6.902,0.0468,0.00969,0.00104,0.181,0.401,140.03
3642,186106,77,0.4,0.795,-3.731,0.461,0.119,0.0,0.159,0.702,190.097
3648,266086,70,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01
615,267266,76,0.892,0.714,-6.055,0.141,0.201,0.000234,0.0521,0.817,100.972
3307,199440,0,0.857,0.8,-4.035,0.0583,0.381,0.0,0.0913,0.966,121.996
2464,245186,64,0.389,0.706,-6.849,0.0593,0.0026,0.000182,0.686,0.238,179.911
1205,202066,64,0.309,0.783,-4.154,0.0405,0.142,1.11e-06,0.118,0.372,175.788
2673,170625,45,0.614,0.972,-3.927,0.088,0.00125,0.0186,0.328,0.411,127.966
606,239026,73,0.662,0.748,-3.041,0.268,0.688,8.43e-06,0.0841,0.535,82.331
3319,220293,81,0.63,0.804,-4.183,0.0363,0.215,0.0,0.253,0.492,123.146
2676,227000,71,0.742,0.595,-7.51,0.107,0.15,0.0,0.111,0.431,101.013
2490,283400,78,0.772,0.685,-6.849,0.0696,0.019,8.96e-05,0.131,0.501,130.033
173,316733,69,0.459,0.83,-6.254,0.0364,5.15e-05,0.00014,0.206,0.431,155.827
2946,213520,79,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949
1092,248493,62,0.815,0.662,-8.244,0.199,0.0915,0.000409,0.0898,0.611,151.518
2568,174853,27,0.681,0.835,-5.705,0.049,0.00176,0.00183,0.354,0.469,124.047
1094,248493,62,0.815,0.662,-8.244,0.199,0.0915,0.000409,0.0898,0.611,151.518
1595,177826,78,0.55,0.917,-3.159,0.0638,0.00428,0.0,0.197,0.601,126.115
233,320357,76,0.613,0.697,-8.618,0.133,0.0194,0.0,0.332,0.476,122.746
2246,189109,75,0.794,0.711,-5.124,0.0699,0.3,0.0,0.0955,0.955,174.915
305,246720,56,0.751,0.568,-5.431,0.0872,0.136,0.0,0.0288,0.646,128.002
2247,239613,70,0.591,0.889,-3.839,0.115,0.0189,0.0,0.155,0.65,143.067
304,246720,56,0.751,0.568,-5.431,0.0872,0.136,0.0,0.0288,0.646,128.002
3474,194680,59,0.631,0.649,-5.892,0.0385,0.0817,3.8e-06,0.0934,0.421,93.95
2836,252226,76,0.659,0.381,-5.922,0.0304,0.385,0.0,0.0972,0.426,119.844
2279,197577,60,0.597,0.115,-9.217,0.0334,0.82,0.000215,0.111,0.128,111.202
2059,189693,0,0.55,0.753,-4.003,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048
2269,240796,69,0.425,0.732,-6.883,0.0396,0.00194,0.0103,0.171,0.333,117.98
3563,182160,84,0.501,0.405,-5.679,0.0319,0.751,0.0,0.105,0.446,109.891
699,288333,73,0.624,0.654,-6.582,0.183,0.577,0.0,0.104,0.564,73.898
1213,233973,42,0.825,0.876,-6.556,0.211,0.00928,1.2e-05,0.205,0.48,120.066
1766,220426,58,0.893,0.666,-5.089,0.138,0.0206,0.0,0.342,0.874,107.011
1702,273826,0,0.648,0.516,-8.869,0.049,0.00179,0.0,0.0772,0.0756,89.828
2538,157152,68,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916
2050,187133,69,0.826,0.612,-3.891,0.0982,0.00681,0.0,0.0889,0.756,120.057
1100,219493,71,0.587,0.583,-5.284,0.0313,0.248,0.0,0.124,0.15,139.92
3482,221013,72,0.748,0.749,-5.916,0.516,0.142,0.0,0.0713,0.659,90.09
3021,246761,70,0.576,0.766,-4.943,0.449,0.028,1.68e-06,0.366,0.236,144.833
3364,181812,53,0.655,0.666,-5.309,0.0612,0.134,2.12e-05,0.0683,0.272,102.977
1979,292706,68,0.652,0.605,-7.371,0.0393,0.00481,0.0,0.0605,0.394,126.091
1159,276786,55,0.819,0.485,-6.45,0.0756,0.0176,0.0,0.658,0.386,96.998
424,248933,52,0.611,0.654,-4.823,0.139,0.372,0.00432,0.0926,0.609,105.922
2449,240133,63,0.531,0.843,-2.569,0.0429,0.0909,0.0,0.0283,0.392,136.991
3595,200185,86,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284
2140,232213,63,0.648,0.89,-3.982,0.0523,0.0294,3.58e-06,0.116,0.321,125.953
2820,185640,0,0.787,0.848,-4.696,0.0549,0.0915,0.0,0.15,0.947,121.989
1152,214960,61,0.658,0.551,-6.62,0.37,0.0043,0.000108,0.197,0.442,138.335
2822,217306,53,0.627,0.703,-4.884,0.236,0.563,0.0,0.0962,0.64,81.897
801,171360,72,0.597,0.837,-6.518,0.375,0.00427,0.00115,0.839,0.447,126.342
1420,273133,70,0.412,0.876,-6.008,0.47,0.102,0.0,0.297,0.703,130.159
819,235186,56,0.737,0.697,-3.716,0.254,0.0756,0.0,0.359,0.662,104.917
1359,199853,64,0.764,0.751,-3.74,0.0703,0.00554,0.000237,0.164,0.418,91.977
1571,243013,61,0.775,0.641,-6.718,0.038,0.0327,0.0,0.18,0.305,119.974
2507,255053,68,0.669,0.634,-6.476,0.0327,0.0125,0.0,0.0946,0.496,124.906
347,291781,75,0.85,0.7,-6.49,0.0478,0.0616,1.8e-06,0.244,0.722,101.875
706,307879,79,0.577,0.749,-7.215,0.0279,0.599,0.0115,0.183,0.255,130.97
509,294600,69,0.32,0.88,-6.035,0.0504,0.000101,4.31e-06,0.076,0.257,146.349
1281,215266,56,0.525,0.578,-4.563,0.12,0.0132,0.00916,0.108,0.537,123.696
2308,198800,69,0.637,0.732,-6.209,0.0965,0.244,0.0,0.498,0.68,128.108
76,215466,49,0.727,0.445,-11.241,0.291,0.339,0.0,0.18,0.527,81.125
447,298853,68,0.64,0.889,-3.073,0.322,0.107,0.0,0.339,0.436,99.931
2838,252534,78,0.262,0.606,-6.646,0.0484,0.247,0.0,0.125,0.275,189.857
3353,188786,0,0.623,0.909,-3.079,0.0758,0.158,0.0,0.0972,0.651,93.984
2637,240706,76,0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,111.893
1569,243013,61,0.775,0.641,-6.718,0.038,0.0327,0.0,0.18,0.305,119.974
180,227600,76,0.853,0.606,-4.596,0.0713,0.0561,0.0,0.313,0.654,94.759
1919,192446,63,0.451,0.948,-0.74,0.147,0.255,0.0,0.392,0.295,176.985
589,162600,72,0.554,0.978,-3.554,0.131,0.111,0.0,0.0731,0.594,135.095
2215,220706,74,0.578,0.926,-3.689,0.0548,0.00472,0.0127,0.14,0.877,149.976
1985,269493,73,0.781,0.745,-5.81,0.0332,0.198,1.14e-05,0.36,0.326,129.998
1391,253706,59,0.621,0.6,-6.349,0.576,0.277,0.0,0.495,0.485,80.021
551,208626,56,0.776,0.844,-5.305,0.0297,0.0277,0.000244,0.135,0.868,125.972
2399,245040,79,0.604,0.787,-3.674,0.103,0.0679,0.15,0.127,0.301,126.062
3208,233712,84,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977
3419,228373,80,0.461,0.593,-4.954,0.0356,0.17,0.0,0.307,0.175,134.17
1899,235493,73,0.789,0.716,-4.241,0.0432,0.129,1.07e-05,0.069,0.611,125.906
1550,207920,34,0.888,0.823,-6.351,0.0538,0.00499,0.0,0.291,0.623,102.757
394,172240,53,0.718,0.69,-4.382,0.265,0.106,0.0,0.271,0.774,93.401
2998,212424,67,0.644,0.57,-6.994,0.052,0.484,0.0,0.299,0.527,113.945
1607,215160,76,0.534,0.87,-3.078,0.0425,0.000334,0.0,0.241,0.462,126.019
2136,210266,66,0.696,0.546,-6.55,0.0414,0.00379,3.8e-06,0.332,0.787,130.002
1383,250666,68,0.729,0.658,-3.386,0.225,0.0506,0.0,0.0693,0.551,140.043
2000,237480,66,0.846,0.438,-4.981,0.141,0.2,9.43e-05,0.0939,0.512,85.013
3430,207629,58,0.722,0.744,-5.52,0.0363,0.0234,0.000157,0.143,0.686,125.985
3309,225520,63,0.572,0.778,-5.208,0.233,0.00638,0.0,0.0563,0.54,168.073
2754,243386,66,0.718,0.792,-3.519,0.105,0.0467,3.65e-06,0.0399,0.96,90.949
3596,200185,86,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284
2249,229303,64,0.537,0.611,-6.427,0.0304,0.229,0.0,0.146,0.161,105.955
3389,253390,79,0.816,0.726,-3.998,0.129,0.099,0.0,0.372,0.65,136.048
2588,206373,59,0.512,0.828,-4.672,0.0454,0.00627,8.73e-06,0.119,0.34,124.021
695,260333,67,0.53,0.768,-5.611,0.0284,0.00385,0.0,0.103,0.374,148.095
3207,263373,74,0.794,0.653,-7.839,0.104,0.0489,4.88e-05,0.1,0.397,117.996
3196,235826,66,0.695,0.672,-6.109,0.0345,0.014,7.95e-05,0.0756,0.245,104.988
3500,173799,75,0.56,0.68,-7.648,0.321,0.555,0.0,0.116,0.319,89.391
1526,216146,70,0.715,0.8,-5.144,0.057,0.0271,0.0,0.0648,0.445,129.023
2916,207746,72,0.712,0.564,-6.527,0.047,0.0266,0.0,0.0874,0.411,95.95
3661,183000,71,0.795,0.496,-5.883,0.0722,0.108,0.0,0.0645,0.874,94.01
700,199320,57,0.447,0.636,-5.08,0.0278,0.254,9.25e-05,0.11,0.376,105.678
2260,320546,67,0.583,0.768,-6.477,0.041,0.000323,0.0162,0.109,0.357,127.952
345,219093,60,0.558,0.481,-9.487,0.026,0.315,8.83e-06,0.09,0.631,144.673
2642,232720,79,0.647,0.822,-4.662,0.183,0.219,0.0,0.0908,0.962,160.019
681,268373,57,0.747,0.398,-12.932,0.0743,0.211,1.42e-06,0.113,0.428,117.901
2766,175426,82,0.72,0.791,-4.689,0.124,0.0384,0.0,0.157,0.756,102.071
2639,326280,67,0.795,0.596,-3.799,0.219,0.103,0.0,0.164,0.357,101.985
917,226013,56,0.926,0.888,-5.337,0.294,0.261,0.0,0.348,0.819,98.523
1778,191000,69,0.675,0.862,-4.614,0.0253,0.0165,0.000427,0.169,0.498,129.967
2981,224258,67,0.854,0.766,-4.697,0.141,0.0242,0.0,0.0793,0.784,118.004
1722,216026,57,0.545,0.953,-5.172,0.0441,0.000941,0.117,0.281,0.558,140.002
1751,207200,63,0.762,0.702,-5.87,0.0432,0.0167,0.0,0.314,0.898,127.029
2459,181573,74,0.766,0.442,-8.558,0.356,0.000107,6.12e-05,0.111,0.39,201.8
1742,188866,68,0.865,0.69,-7.448,0.0443,0.285,0.0162,0.225,0.867,121.983
1940,218106,59,0.395,0.876,-3.859,0.138,0.0173,8.46e-06,0.362,0.567,124.638
3586,212500,70,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
1172,225560,68,0.565,0.817,-4.338,0.27,0.152,0.0,0.247,0.477,210.851
1661,205160,56,0.766,0.692,-4.672,0.0289,0.0825,0.0,0.0384,0.691,102.028
441,207866,55,0.761,0.662,-7.645,0.0548,0.292,6.19e-05,0.0956,0.631,120.043
3407,211440,69,0.735,0.677,-4.979,0.093,0.0762,2.17e-05,0.111,0.188,100.584
627,207466,68,0.455,0.858,-5.659,0.0391,0.000616,0.000247,0.226,0.597,163.118
410,253200,43,0.686,0.698,-2.942,0.223,0.263,0.0,0.39,0.748,93.118
2091,262146,73,0.751,0.736,-4.168,0.156,0.0206,0.0,0.265,0.352,130.014
421,230346,42,0.646,0.638,-5.803,0.0787,0.0556,0.0014,0.182,0.74,86.994
3032,236001,76,0.666,0.83,-5.715,0.0751,0.0123,0.0,0.191,0.702,113.03
1065,197160,60,0.534,0.247,-15.636,0.0322,0.516,0.00859,0.122,0.344,82.168
3464,245453,62,0.541,0.787,-4.618,0.0331,0.0167,0.0,0.157,0.2,113.0
2522,161123,84,0.691,0.631,-6.478,0.0368,0.0483,1.13e-05,0.104,0.8,92.004
1953,201946,74,0.72,0.607,-4.168,0.0322,0.0543,0.0,0.113,0.828,121.223
3503,196489,65,0.703,0.832,-7.202,0.0689,0.00149,0.127,0.0696,0.667,122.029
969,236213,68,0.856,0.754,-2.728,0.0416,0.0294,1.49e-05,0.206,0.722,98.018
1109,245400,58,0.605,0.584,-7.043,0.197,0.286,0.0,0.235,0.464,125.802
396,244466,40,0.583,0.643,-7.486,0.355,0.171,0.0,0.0395,0.7,195.685
2411,229466,67,0.571,0.873,-3.382,0.1,0.0811,0.0,0.361,0.613,139.691
839,242746,49,0.656,0.513,-8.691,0.253,0.156,6.45e-05,0.0763,0.464,86.891
1507,179640,73,0.699,0.76,-3.173,0.0677,0.00223,0.0,0.132,0.696,129.996
1969,250600,55,0.31,0.746,-3.599,0.111,0.0121,0.0,0.649,0.163,182.032
2085,222773,64,0.606,0.497,-6.611,0.0277,0.348,0.0,0.275,0.362,130.739
1882,211493,68,0.526,0.882,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982
2134,217666,75,0.684,0.834,-4.524,0.0675,0.0646,0.0,0.271,0.538,164.02
1990,212106,3,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997
2189,230560,65,0.744,0.672,-5.589,0.0418,0.187,0.000123,0.105,0.266,140.889
3188,202221,1,0.657,0.739,-4.081,0.274,0.141,0.0,0.178,0.543,181.994
966,213066,59,0.95,0.803,-4.195,0.151,0.145,0.0,0.0748,0.86,117.0
2862,200106,70,0.654,0.655,-7.388,0.106,0.0294,0.0,0.139,0.221,170.16
1802,357706,73,0.457,0.906,-2.278,0.342,0.249,0.0,0.182,0.54,104.02
2305,215253,70,0.716,0.972,-2.302,0.196,0.0145,3.22e-05,0.317,0.576,110.026
1912,208426,67,0.567,0.707,-5.455,0.0818,0.541,0.000176,0.1,0.751,171.917
2699,212960,75,0.414,0.857,-4.078,0.0808,0.0287,0.00574,0.343,0.348,128.024
3156,185351,0,0.608,0.798,-5.092,0.0432,0.0736,0.0,0.156,0.501,92.943
2315,222500,66,0.492,0.857,-2.634,0.0655,0.0841,7.82e-06,0.344,0.393,129.973
613,210066,57,0.564,0.6,-6.814,0.0305,0.183,2.19e-06,0.38,0.442,78.955
919,252466,55,0.562,0.219,-13.2,0.0312,0.856,0.000296,0.0979,0.106,127.831
2770,169866,49,0.659,0.911,-2.28,0.0786,0.154,0.000304,0.191,0.576,91.999
2993,210580,71,0.513,0.768,-4.868,0.0587,0.0118,1.94e-05,0.294,0.235,84.264
553,303920,64,0.432,0.936,-4.537,0.0562,0.00691,0.0,0.14,0.499,157.469
1693,278573,74,0.672,0.82,-4.456,0.0459,0.0368,0.000188,0.184,0.438,120.005
802,223000,67,0.826,0.647,-6.306,0.0491,0.0277,1.52e-06,0.298,0.872,102.017
3637,200889,73,0.747,0.57,-6.711,0.081,0.0642,0.0,0.0832,0.65,133.992
1675,206000,51,0.438,0.906,-4.8,0.0438,0.0191,0.0,0.373,0.684,161.905
996,205733,76,0.687,0.793,-4.254,0.166,0.0603,0.0,0.582,0.751,107.045
1949,182306,75,0.706,0.751,-6.323,0.0708,0.173,0.0,0.168,0.195,91.031
387,285586,69,0.713,0.471,-7.392,0.483,0.421,0.0,0.0308,0.779,199.764
4,250546,66,0.529,0.496,-9.007,0.029,0.173,0.0,0.251,0.278,136.859
415,234116,46,0.527,0.933,-6.277,0.0382,0.00112,0.0362,0.425,0.493,144.043
1716,238506,63,0.849,0.599,-8.164,0.227,0.00301,0.000249,0.0763,0.761,126.003
1307,273333,35,0.467,0.921,-4.554,0.045,5.48e-05,0.0566,0.176,0.501,132.013
3020,295502,1,0.471,0.431,-6.129,0.0342,0.329,0.0,0.0854,0.289,157.98
2219,237293,48,0.415,0.934,-2.914,0.24,0.078,0.0,0.145,0.52,190.151
2810,213213,63,0.68,0.84,-3.823,0.0414,0.0457,8.66e-06,0.143,0.468,104.975
44,221160,53,0.879,0.681,-8.951,0.24,0.017,0.0,0.0669,0.817,99.974
2228,222186,62,0.779,0.963,-2.125,0.0399,0.0334,0.493,0.664,0.759,127.941
2831,205680,77,0.845,0.567,-8.118,0.0956,0.59,0.00142,0.0811,0.793,125.02
3042,207272,68,0.367,0.915,-3.456,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169
95,227866,59,0.8,0.922,-5.125,0.24,0.301,9.31e-06,0.0352,0.801,98.631
542,296586,60,0.921,0.668,-8.73,0.235,0.0949,0.0,0.592,0.892,131.059
1337,179120,80,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759
181,254026,70,0.514,0.911,-2.027,0.41,0.0559,0.0,0.775,0.619,161.109
1911,213986,0,0.622,0.942,-6.365,0.112,0.00713,0.0,0.0715,0.773,130.003
987,247506,60,0.772,0.599,-5.996,0.246,0.0277,0.0,0.0839,0.557,92.029
2783,226600,83,0.672,0.52,-7.747,0.0353,0.859,0.0,0.115,0.37,120.001
3062,228361,0,0.51,0.692,-5.825,0.171,0.00451,0.0,0.138,0.209,102.42
2073,228346,78,0.512,0.662,-6.797,0.0439,0.0275,0.0,0.118,0.472,180.114
492,262226,61,0.727,0.515,-6.553,0.0289,0.241,3.74e-06,0.124,0.695,89.488
109,199480,0,0.471,0.514,-5.599,0.0315,0.584,0.0,0.103,0.373,117.338
3301,208186,73,0.613,0.764,-6.509,0.136,0.0527,0.0,0.197,0.417,160.015
2856,247266,69,0.407,0.725,-5.346,0.188,0.0141,2.46e-06,0.306,0.247,196.093
16,307153,77,0.72,0.808,-5.627,0.0379,0.00793,0.0293,0.0634,0.869,126.041
2718,206166,78,0.699,0.529,-7.548,0.0487,0.0317,3.59e-05,0.285,0.121,119.987
3462,163216,0,0.752,0.764,-4.399,0.038,0.0476,9.44e-05,0.0543,0.582,121.958
528,170493,64,0.654,0.515,-12.185,0.0261,0.429,5.62e-06,0.174,0.677,106.191
1001,239773,62,0.69,0.928,-2.76,0.061,0.00937,0.0,0.547,0.604,130.889
141,256973,57,0.914,0.607,-5.658,0.32,0.0626,0.0,0.0515,0.666,98.054
1432,242586,57,0.704,0.854,-5.477,0.183,0.0185,0.0,0.148,0.688,92.988
1647,250453,70,0.57,0.717,-4.914,0.029,0.00967,0.0,0.0833,0.321,111.91
1016,276603,58,0.666,0.922,-4.458,0.0429,0.0381,0.000191,0.0633,0.828,118.014
3481,181263,73,0.922,0.581,-7.495,0.27,0.00104,5.86e-05,0.105,0.595,140.022
188,243160,1,0.622,0.608,-5.085,0.036,0.138,5.38e-06,0.273,0.607,89.661
575,214440,39,0.527,0.834,-5.767,0.0474,0.0411,0.00599,0.105,0.381,179.92
1970,250600,55,0.31,0.746,-3.599,0.111,0.0121,0.0,0.649,0.163,182.032
1453,211520,72,0.517,0.906,-3.677,0.0735,0.00272,9.26e-06,0.113,0.731,172.977
369,216360,61,0.537,0.858,-4.903,0.0349,0.000966,0.0,0.0812,0.502,124.599
564,236133,76,0.646,0.77,-6.596,0.226,0.00249,0.0,0.0715,0.681,99.165
2854,176658,85,0.527,0.835,-5.298,0.0433,0.0166,0.0,0.249,0.654,125.983
2186,204760,71,0.736,0.817,-4.9,0.0407,0.00987,0.00167,0.117,0.653,119.95
321,162333,46,0.836,0.762,-5.044,0.0598,0.0826,5.48e-05,0.102,0.941,133.592
1320,229040,69,0.536,0.612,-5.847,0.272,0.119,0.0,0.209,0.57,86.768
3398,312820,81,0.834,0.73,-3.714,0.222,0.00513,0.0,0.124,0.446,155.008
1548,157432,65,0.605,0.874,-4.949,0.0295,0.000563,0.812,0.112,0.836,125.99
86,265026,47,0.771,0.796,-3.081,0.076,0.0993,0.00278,0.0981,0.801,99.316
770,192600,11,0.857,0.801,-6.499,0.0618,0.332,1.2e-06,0.0789,0.753,96.009
2226,165908,61,0.636,0.901,-7.094,0.118,0.119,0.0,0.391,0.836,162.994
3334,220454,74,0.731,0.794,-5.126,0.0522,0.0323,2.59e-05,0.112,0.356,139.994
1881,211493,68,0.526,0.882,-4.006,0.0509,0.0014,0.0,0.144,0.424,144.982
1141,218573,78,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04
431,239266,58,0.723,0.84,-3.523,0.0608,0.0619,0.0,0.0945,0.827,94.332
1787,212773,59,0.581,0.824,-3.912,0.0377,0.0105,0.0,0.483,0.747,114.912
3298,181614,51,0.739,0.792,-4.256,0.0418,0.091,0.0,0.0516,0.547,104.016
1991,212106,3,0.657,0.695,-4.493,0.0321,0.0108,0.0,0.0822,0.683,65.997
2809,235493,0,0.744,0.783,-7.077,0.0337,0.0553,0.0,0.086,0.885,120.042
981,203360,0,0.8,0.633,-4.875,0.0514,0.0901,0.0,0.0315,0.836,95.953
1852,226706,64,0.44,0.976,-3.17,0.141,0.00177,3.39e-06,0.16,0.412,150.005
1118,253933,61,0.644,0.517,-10.02,0.0803,0.0065,1.37e-06,0.158,0.464,169.799
2061,189693,0,0.55,0.753,-4.003,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048
3375,218146,83,0.585,0.52,-6.136,0.0712,0.124,7.01e-05,0.131,0.129,159.801
2419,195480,0,0.37,0.823,-6.245,0.0805,0.00234,1.91e-06,0.174,0.323,128.008
571,187840,70,0.845,0.768,-5.448,0.188,0.00733,5.04e-06,0.0575,0.96,100.0
2798,245493,81,0.6,0.663,-5.802,0.0477,0.225,0.0,0.119,0.286,121.07
108,298960,52,0.742,0.732,-6.046,0.0311,0.0424,0.00446,0.101,0.694,97.922
1964,213293,75,0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,0.625,129.965
2481,186813,77,0.448,0.784,-3.686,0.0627,0.106,0.000108,0.668,0.236,136.245
514,227386,70,0.665,0.695,-5.763,0.0532,0.347,0.0,0.106,0.707,90.119
3526,214466,68,0.899,0.586,-7.866,0.343,0.279,0.0,0.0836,0.492,150.002
2480,263053,55,0.861,0.504,-7.707,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0
2294,226226,52,0.736,0.824,-4.231,0.0672,0.00358,0.000921,0.329,0.443,124.954
2166,274600,62,0.54,0.856,-3.966,0.1,0.109,0.0,0.276,0.258,153.071
2911,215360,0,0.559,0.848,-4.125,0.0388,0.0665,0.0,0.382,0.466,119.977
2325,199480,67,0.707,0.861,-4.225,0.316,0.1,0.0,0.191,0.795,130.021
3534,131064,75,0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.451,0.717,142.929
1472,192000,74,0.545,0.932,-2.189,0.0399,0.000665,0.0,0.127,0.464,92.956
2478,190185,77,0.674,0.428,-9.504,0.122,0.121,0.0,0.132,0.337,84.878
1351,247946,67,0.63,0.782,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144
1127,188960,71,0.662,0.739,-5.354,0.0322,0.00206,0.0603,0.113,0.382,130.999
1287,207506,67,0.548,0.554,-6.408,0.0587,0.283,0.0,0.0708,0.382,79.918
2039,210306,2,0.855,0.668,-4.892,0.0644,0.0242,0.0,0.102,0.803,125.846
2865,219043,76,0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063
1032,239586,63,0.437,0.589,-4.834,0.0331,0.231,0.0,0.0768,0.165,133.631
3611,205426,76,0.831,0.502,-4.045,0.046,0.101,0.0,0.122,0.101,100.541
2233,239600,82,0.733,0.71,-5.849,0.0292,0.145,0.115,0.0956,0.965,127.975
3252,190677,0,0.763,0.598,-6.865,0.0539,0.0714,0.0,0.112,0.182,140.987
1227,246333,69,0.726,0.7,-5.881,0.0998,0.0717,0.0,0.262,0.673,146.559
2663,209160,74,0.733,0.65,-3.539,0.0315,0.0703,6.59e-05,0.0829,0.348,110.003
1680,204040,1,0.575,0.684,-6.007,0.325,0.299,0.0,0.614,0.926,172.155
2730,208133,2,0.829,0.51,-9.334,0.0369,0.00821,0.0014,0.0829,0.45,119.993
1851,193213,67,0.426,0.584,-5.293,0.296,0.0383,0.0,0.188,0.272,193.437
731,314400,61,0.81,0.791,-5.909,0.181,0.0893,0.0,0.0838,0.948,153.067
1877,222066,67,0.46,0.796,-4.501,0.0333,0.00107,0.0,0.106,0.182,100.011
3668,177666,78,0.815,0.518,-6.594,0.0897,0.223,0.0,0.104,0.877,151.891
765,235213,80,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.526
890,202013,58,0.523,0.795,-2.92,0.0386,0.00462,0.0,0.358,0.484,144.106
3571,193226,79,0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,93.989
2528,231986,69,0.546,0.787,-4.1,0.0517,0.0101,0.00021,0.0809,0.573,79.979
920,252466,55,0.562,0.219,-13.2,0.0312,0.856,0.000296,0.0979,0.106,127.831
246,211493,57,0.775,0.729,-4.229,0.162,0.0303,0.00247,0.0361,0.895,104.719
245,256240,69,0.563,0.86,-7.533,0.0621,0.00834,0.0106,0.39,0.517,97.867
317,295826,56,0.697,0.925,-4.209,0.216,0.0614,0.0,0.095,0.678,96.951
2537,157152,68,0.711,0.906,-2.671,0.0284,0.00952,1.64e-05,0.153,0.824,125.916
3329,242407,64,0.865,0.687,-3.744,0.217,0.242,0.0,0.158,0.486,139.023
129,214819,58,0.751,0.901,-5.802,0.0328,0.0504,0.00308,0.0395,0.973,124.017
1240,238173,70,0.518,0.797,-5.153,0.0309,0.000681,0.0,0.107,0.293,132.918
3445,332300,66,0.713,0.831,-4.75,0.15,0.0168,0.0,0.118,0.584,173.948
254,231213,60,0.872,0.868,-3.036,0.12,0.153,2.26e-05,0.843,0.822,105.005
636,199040,58,0.791,0.733,-5.123,0.029,0.00189,0.201,0.0859,0.917,105.987
3108,183414,70,0.632,0.575,-6.478,0.029,0.0225,1.81e-06,0.104,0.188,90.037
2180,222586,71,0.767,0.677,-6.128,0.184,0.0339,5.51e-06,0.144,0.538,146.155
3277,200104,57,0.698,0.882,-3.078,0.0863,0.127,0.0,0.15,0.445,106.083
807,267320,56,0.718,0.786,-5.76,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916
1678,222653,63,0.33,0.58,-7.875,0.0374,0.0614,0.00129,0.115,0.11,76.093
1350,247946,67,0.63,0.782,-5.44,0.132,0.0828,0.0,0.034,0.418,140.144
1813,221253,70,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036
976,235533,74,0.862,0.648,-7.401,0.251,0.0455,0.0,0.0332,0.637,98.012
6,224493,78,0.551,0.913,-4.063,0.0466,0.0263,1.35e-05,0.347,0.544,119.992
2130,252306,81,0.671,0.939,-3.206,0.161,0.191,0.0,0.298,0.53,129.024
2888,159693,48,0.8,0.677,-4.023,0.0393,0.00563,0.00409,0.0838,0.547,125.004
3184,239280,63,0.766,0.5,-7.558,0.0695,0.719,5.91e-06,0.304,0.71,84.044
308,218546,69,0.418,0.249,-13.744,0.0301,0.841,0.661,0.112,0.213,82.803
1499,275106,64,0.684,0.606,-7.268,0.0504,0.17,0.0,0.058,0.723,127.901
2739,214840,0,0.687,0.702,-5.324,0.0455,0.0064,4.35e-05,0.204,0.284,129.956
2581,234040,64,0.577,0.576,-6.299,0.0563,0.0143,0.0,0.602,0.12,133.973
531,269400,59,0.793,0.568,-4.958,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005
1336,179120,80,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759
