,duration_ms,popularity,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
1076,205840,66,0.714,0.6,-8.365,0.0876,0.0465,0.0,0.0646,0.504,82.017
230,271626,50,0.7,0.787,-5.176,0.0327,0.00666,3.68e-05,0.0724,0.556,102.043
3224,243836,83,0.841,0.728,-3.37,0.0484,0.0847,0.0,0.149,0.43,130.049
2390,232800,66,0.71,0.882,-2.932,0.0595,0.00777,0.00771,0.294,0.875,128.016
3466,212120,79,0.662,0.714,-5.68,0.121,0.312,0.0,0.179,0.464,147.997
365,265533,65,0.562,0.594,-4.578,0.0558,0.318,0.0,0.311,0.423,62.876
3366,223503,68,0.741,0.667,-5.445,0.134,0.0575,0.0,0.106,0.595,112.956
1200,219320,65,0.441,0.815,-4.088,0.0276,0.000731,0.0,0.414,0.522,164.007
790,235066,16,0.818,0.579,-4.475,0.101,0.023,0.0,0.107,0.354,89.987
442,207866,55,0.761,0.662,-7.645,0.0548,0.292,6.19e-05,0.0956,0.631,120.043
2803,237626,71,0.719,0.671,-6.279,0.0336,0.0372,8.21e-06,0.12,0.786,130.027
153,191040,60,0.644,0.874,-4.666,0.0801,0.0459,2.24e-06,0.0584,0.882,165.09
3547,213400,80,0.8,0.585,-7.343,0.0924,0.264,0.0,0.153,0.779,126.058
2629,238000,0,0.575,0.821,-5.7,0.0527,0.181,0.0,0.124,0.449,118.021
484,230013,62,0.734,0.848,-5.285,0.0309,0.00312,1.16e-05,0.313,0.863,117.31
2423,211880,53,0.605,0.8,-6.235,0.0545,0.155,0.0562,0.121,0.836,128.074
3680,225933,71,0.746,0.7,-4.669,0.341,0.136,0.000159,0.11,0.619,176.044
2953,227480,77,0.509,0.671,-5.709,0.0678,0.304,0.0,0.0452,0.55,118.413
2311,224653,77,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29,0.739,103.976
2678,227000,71,0.742,0.595,-7.51,0.107,0.15,0.0,0.111,0.431,101.013
3088,223853,73,0.687,0.761,-4.582,0.0876,0.102,0.0,0.147,0.743,113.939
1144,227853,70,0.447,0.694,-4.637,0.382,0.0293,5.46e-06,0.167,0.509,175.868
3332,193613,61,0.703,0.868,-4.661,0.0291,0.15,0.132,0.104,0.733,121.03
639,184906,61,0.811,0.657,-6.197,0.362,0.0391,0.712,0.0798,0.777,199.958
3067,195706,76,0.501,0.519,-5.88,0.0409,0.109,0.0,0.454,0.168,133.99
3649,266086,70,0.795,0.783,-4.271,0.0432,0.361,0.0,0.437,0.799,92.01
2895,235653,0,0.48,0.682,-4.94,0.13,0.0696,0.0,0.0463,0.506,167.939
39,352173,54,0.522,0.803,-5.825,0.0327,0.00117,0.00167,0.31,0.0783,135.205
1615,241960,56,0.529,0.934,-4.808,0.0602,0.00153,5.16e-06,0.118,0.282,127.962
1780,191000,69,0.675,0.862,-4.614,0.0253,0.0165,0.000427,0.169,0.498,129.967
584,205560,71,0.759,0.678,-5.148,0.314,0.23,0.0,0.15,0.327,89.64
1732,237120,59,0.825,0.743,-5.995,0.149,0.0142,2.12e-05,0.237,0.8,127.045
54,242560,52,0.839,0.641,-5.669,0.0858,0.0324,4.56e-06,0.0602,0.927,97.004
1522,249146,66,0.632,0.518,-6.126,0.0313,0.107,0.0,0.354,0.427,90.007
1183,186826,63,0.678,0.572,-7.033,0.0466,0.00374,6.59e-05,0.118,0.444,87.165
3408,200185,86,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284
3361,222360,71,0.78,0.575,-5.628,0.139,0.106,0.0,0.129,0.273,81.502
414,234116,46,0.527,0.933,-6.277,0.0382,0.00112,0.0362,0.425,0.493,144.043
315,197360,53,0.573,0.665,-5.081,0.0239,0.108,2.09e-06,0.095,0.347,105.006
1627,222440,57,0.595,0.844,-4.678,0.0331,0.0137,0.0,0.234,0.603,127.981
490,297840,71,0.908,0.758,-4.753,0.174,0.0687,0.0,0.0783,0.87,148.015
3213,201000,79,0.681,0.372,-8.237,0.0432,0.64,0.0,0.169,0.476,91.873
517,204000,75,0.487,0.9,-4.417,0.0482,6.79e-05,0.0,0.358,0.484,149.937
3578,152913,75,0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.074,0.631,124.08
1138,218093,82,0.778,0.824,-5.892,0.0707,0.284,0.0,0.405,0.758,100.024
402,275026,0,0.641,0.72,-5.209,0.0336,0.0688,0.00286,0.193,0.418,92.988
1170,243880,58,0.711,0.761,-3.04,0.225,0.067,0.0,0.041,0.718,95.824
2437,283706,65,0.63,0.44,-7.186,0.0249,0.822,3.87e-06,0.0926,0.343,98.082
3701,200593,69,0.847,0.678,-8.635,0.109,0.0669,0.0,0.274,0.811,97.984
1799,206480,57,0.67,0.866,-3.684,0.0538,0.0115,0.0,0.358,0.636,140.029
3041,207272,68,0.367,0.915,-3.456,0.0488,0.0022,5.81e-05,0.0905,0.365,110.169
1665,203346,80,0.542,0.905,-5.653,0.054,0.00172,0.0104,0.136,0.374,153.398
3294,276333,67,0.91,0.444,-8.126,0.344,0.022,0.0,0.137,0.53,149.953
768,232800,79,0.472,0.671,-4.649,0.029,0.0129,0.0,0.159,0.0681,82.952
2241,227773,63,0.523,0.805,-5.473,0.192,0.0524,0.0,0.0914,0.602,125.358
498,161240,56,0.838,0.764,-5.076,0.0586,0.0862,0.000122,0.0906,0.924,133.592
2486,235613,1,0.781,0.526,-6.985,0.293,0.0619,0.0,0.0457,0.662,94.992
3684,162582,2,0.599,0.733,-7.058,0.203,0.176,0.0,0.242,0.534,102.211
2070,211160,72,0.633,0.673,-6.403,0.258,0.297,0.0,0.206,0.659,86.776
103,278666,0,0.408,0.849,-5.631,0.0333,0.0136,2.51e-05,0.56,0.628,84.192
2716,245866,76,0.729,0.675,-6.003,0.0312,0.175,1.58e-06,0.55,0.779,119.968
1105,258920,67,0.515,0.876,-3.756,0.0292,0.000932,0.000166,0.136,0.385,145.916
648,237693,58,0.586,0.705,-4.904,0.0287,0.0485,0.0,0.15,0.459,98.014
2613,353893,69,0.832,0.659,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163
1132,193653,65,0.469,0.955,-4.253,0.0432,0.000343,1.35e-06,0.548,0.462,143.853
1298,172373,64,0.748,0.786,-7.788,0.0641,0.328,0.0,0.34,0.917,104.833
824,212413,61,0.348,0.907,-3.66,0.0497,0.000516,0.0,0.161,0.177,185.406
3287,268186,51,0.497,0.489,-7.724,0.294,0.0576,9.91e-05,0.122,0.231,171.853
1122,201706,71,0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38
2583,174120,65,0.794,0.523,-7.829,0.161,0.0331,0.0,0.156,0.56,86.307
2101,201040,71,0.675,0.602,-4.733,0.116,0.00377,0.0,0.0458,0.933,127.938
2002,206460,54,0.736,0.929,-5.89,0.0674,0.00237,1.11e-05,0.402,0.658,125.03
1917,232466,69,0.531,0.574,-6.693,0.113,0.114,0.0308,0.256,0.272,115.68
47,318280,54,0.682,0.743,-10.644,0.165,0.35,0.000129,0.277,0.546,127.962
2954,223186,74,0.64,0.635,-7.565,0.226,0.271,0.0,0.319,0.475,100.034
1532,238626,76,0.707,0.813,-4.515,0.0571,0.0863,0.0,0.168,0.722,124.921
2455,221946,74,0.562,0.939,-4.282,0.0475,0.046,0.0,0.112,0.684,116.044
1301,249760,67,0.447,0.568,-4.975,0.0305,0.295,3.26e-06,0.355,0.149,90.933
1124,201706,71,0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38
3145,220573,0,0.611,0.7,-5.331,0.0436,0.0199,0.0,0.0549,0.213,104.981
69,261933,66,0.739,0.947,-1.916,0.0411,0.00916,3.14e-05,0.326,0.766,88.009
2691,193295,66,0.697,0.621,-6.886,0.25,0.0802,0.0,0.162,0.721,81.946
1846,249533,74,0.68,0.687,-6.162,0.0709,0.0161,0.0,0.261,0.467,150.053
3355,174600,61,0.588,0.749,-4.323,0.058,0.0037,0.0,0.0813,0.397,130.093
2041,210306,2,0.855,0.668,-4.892,0.0644,0.0242,0.0,0.102,0.803,125.846
3094,193253,64,0.636,0.836,-3.004,0.0427,0.00609,0.000157,0.0828,0.715,139.956
2038,207613,61,0.639,0.862,-3.292,0.0341,0.049,6.81e-06,0.264,0.596,117.011
2060,189693,0,0.55,0.753,-4.003,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048
2018,237800,73,0.531,0.752,-6.161,0.0305,0.0421,0.0,0.12,0.103,89.917
1204,271160,60,0.867,0.504,-7.737,0.241,0.0358,0.0,0.307,0.84,82.996
703,218760,48,0.638,0.54,-6.849,0.0473,0.506,0.0,0.157,0.352,143.772
206,222435,53,0.645,0.903,-10.587,0.0441,0.00188,0.799,0.147,0.61,135.977
2224,200013,0,0.72,0.861,-4.339,0.209,0.269,5.11e-06,0.601,0.669,126.991
1272,282160,76,0.556,0.913,-2.36,0.0437,0.0193,8.59e-06,0.346,0.73,96.184
750,201373,61,0.397,0.903,-4.577,0.0457,0.00575,1.6e-06,0.362,0.556,151.551
1757,267520,75,0.632,0.924,-1.802,0.29,0.281,0.0,0.263,0.441,86.844
288,195506,58,0.578,0.581,-6.867,0.0318,0.0658,0.0042,0.0674,0.408,83.293
2606,271426,0,0.523,0.78,-3.464,0.0753,0.0366,0.0,0.0751,0.193,128.006
1612,205200,1,0.447,0.848,-6.175,0.222,0.033,7.45e-05,0.65,0.485,172.247
1348,234026,70,0.975,0.711,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621
1291,219106,0,0.272,0.203,-9.706,0.0294,0.784,0.0,0.0805,0.172,109.581
1908,188000,62,0.615,0.913,-5.077,0.0816,0.178,0.0,0.0773,0.45,129.944
2873,231906,62,0.67,0.476,-6.253,0.0406,0.328,0.0,0.104,0.235,96.975
3172,225914,60,0.605,0.77,-3.645,0.0446,0.0431,0.0,0.159,0.298,130.037
2842,227266,78,0.646,0.823,-4.123,0.0394,0.213,0.0,0.322,0.418,128.035
596,287226,59,0.405,0.589,-7.51,0.0586,0.252,0.0,0.661,0.808,83.373
468,267160,53,0.489,0.757,-4.062,0.0926,0.00981,0.0,0.234,0.567,168.004
3337,217296,47,0.617,0.558,-7.046,0.0431,0.184,1.03e-06,0.0911,0.4,147.932
3669,205653,64,0.669,0.895,-3.787,0.0575,0.128,0.0,0.297,0.576,124.975
1347,234026,70,0.975,0.711,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621
385,324306,68,0.648,0.759,-4.315,0.306,0.0142,0.0,0.648,0.518,85.996
2302,242680,71,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963
2135,229573,65,0.62,0.869,-5.252,0.175,0.0181,0.0,0.369,0.76,151.684
1113,204173,62,0.598,0.4,-10.054,0.0241,0.459,0.0,0.151,0.369,96.938
3282,212027,4,0.745,0.593,-6.35,0.0526,0.00522,5.25e-06,0.123,0.17,111.002
544,268693,40,0.443,0.769,-5.529,0.0312,0.00138,0.0,0.0677,0.17,147.973
1304,213173,64,0.559,0.688,-6.496,0.114,0.216,0.0,0.0855,0.578,79.753
2740,217800,68,0.711,0.508,-7.299,0.0502,0.0355,0.0,0.141,0.663,98.098
1294,265333,0,0.731,0.368,-10.38,0.0688,0.00544,0.0,0.193,0.512,145.171
361,263440,56,0.721,0.723,-7.08,0.0631,0.102,4.4e-06,0.0651,0.761,88.933
3079,197933,77,0.664,0.714,-6.645,0.111,0.0353,8.42e-06,0.0843,0.71,101.969
3525,214466,68,0.899,0.586,-7.866,0.343,0.279,0.0,0.0836,0.492,150.002
1900,235493,73,0.789,0.716,-4.241,0.0432,0.129,1.07e-05,0.069,0.611,125.906
1498,275106,64,0.684,0.606,-7.268,0.0504,0.17,0.0,0.058,0.723,127.901
2695,266840,74,0.856,0.527,-5.225,0.0997,0.392,0.0,0.11,0.386,98.052
2958,213053,55,0.748,0.741,-3.103,0.0531,0.00419,0.0,0.147,0.537,128.077
1727,211000,82,0.79,0.647,-5.983,0.136,0.0515,0.0,0.248,0.654,87.999
1935,203093,32,0.605,0.795,-6.086,0.0712,0.00153,0.0,0.207,0.263,139.896
2121,219426,76,0.659,0.628,-8.685,0.179,0.186,0.0,0.105,0.262,94.05
408,200426,60,0.622,0.876,-7.779,0.0728,0.00107,1.83e-06,0.292,0.537,142.017
2155,206776,55,0.31,0.926,-1.131,0.0464,0.0184,0.00792,0.483,0.493,139.85
1934,203093,32,0.605,0.795,-6.086,0.0712,0.00153,0.0,0.207,0.263,139.896
642,293666,52,0.527,0.808,-4.749,0.295,0.176,0.0,0.169,0.907,87.025
1074,197666,34,0.873,0.9,-4.325,0.18,0.0107,0.000502,0.556,0.478,102.516
769,257426,65,0.663,0.746,-3.567,0.0321,0.0697,0.0,0.0929,0.325,102.847
3097,192190,76,0.688,0.702,-4.792,0.0499,0.0215,0.0,0.128,0.74,94.006
2052,176613,54,0.504,0.814,-5.346,0.0389,0.135,1.42e-05,0.324,0.596,149.967
425,207186,60,0.683,0.722,-4.039,0.0358,0.0243,4.2e-05,0.35,0.854,95.012
2654,269560,84,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132,0.331,119.93
650,219400,57,0.802,0.863,-3.552,0.2,0.0199,0.0,0.141,0.873,81.008
2141,232213,63,0.648,0.89,-3.982,0.0523,0.0294,3.58e-06,0.116,0.321,125.953
1439,182826,76,0.459,0.895,-3.126,0.0805,0.00725,0.0,0.206,0.572,181.04
2021,263173,66,0.692,0.786,-2.959,0.069,0.23,0.0,0.0797,0.583,100.025
2365,156773,51,0.71,0.901,-2.686,0.0296,0.00828,1.34e-05,0.172,0.86,125.953
1497,237760,58,0.357,0.774,-4.226,0.034,0.0376,0.0,0.348,0.348,164.054
2290,227280,74,0.67,0.855,-3.035,0.0499,0.0124,0.0,0.335,0.648,120.05
812,213893,53,0.749,0.938,-4.423,0.118,0.0127,1.96e-06,0.103,0.619,111.014
1445,267413,56,0.697,0.629,-5.757,0.0425,0.409,3.8e-06,0.0819,0.439,123.279
3260,216408,75,0.696,0.817,-3.862,0.109,0.075,0.0,0.187,0.782,98.064
737,214773,47,0.656,0.615,-6.359,0.137,0.0769,0.000415,0.0706,0.592,175.943
2571,226986,50,0.561,0.836,-3.939,0.1,0.0525,0.0,0.136,0.517,127.923
1951,234560,76,0.616,0.869,-3.911,0.0327,0.0283,0.0,0.064,0.473,127.966
1966,220640,69,0.824,0.836,-5.903,0.0404,0.00521,0.000817,0.112,0.716,122.014
1426,324906,59,0.88,0.438,-7.562,0.248,0.0147,0.0,0.0907,0.714,90.02
932,248200,64,0.713,0.734,-4.894,0.325,0.548,0.0,0.0687,0.89,172.872
1293,167493,46,0.656,0.624,-4.623,0.0691,0.0065,0.0,0.278,0.735,124.082
273,193093,63,0.677,0.52,-6.255,0.334,0.00277,0.0,0.0532,0.768,203.862
911,301133,62,0.75,0.458,-9.092,0.0803,0.226,3.25e-05,0.137,0.536,83.61
311,212973,58,0.541,0.899,-6.261,0.0633,0.0178,2.95e-06,0.286,0.829,106.676
1405,333680,57,0.787,0.808,-5.454,0.0511,0.0143,0.257,0.0466,0.942,127.99
2601,200106,76,0.652,0.877,-2.986,0.0465,0.0227,0.0,0.0789,0.486,118.491
2705,204160,80,0.581,0.963,-4.087,0.0981,0.0295,0.0,0.139,0.788,129.992
2087,196133,65,0.549,0.932,-4.11,0.343,0.0127,0.0,0.347,0.787,82.439
1718,216333,69,0.894,0.678,-5.611,0.0523,0.00569,2.43e-06,0.317,0.844,105.024
1712,204640,74,0.72,0.672,-6.852,0.0551,0.009,0.0,0.232,0.705,124.986
3221,263400,85,0.599,0.448,-6.312,0.0232,0.163,0.0,0.106,0.168,95.05
1753,268613,68,0.493,0.808,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971
116,255373,78,0.458,0.795,-3.265,0.0574,0.00316,0.000202,0.0756,0.513,123.229
1430,256426,57,0.775,0.731,-5.446,0.134,0.189,0.0,0.129,0.821,131.105
1690,289000,64,0.572,0.822,-6.015,0.361,0.207,0.0,0.359,0.472,94.812
1824,196413,65,0.594,0.874,-3.716,0.0815,0.0116,0.0,0.549,0.628,119.964
808,267320,56,0.718,0.786,-5.76,0.0284,0.0114,2.5e-05,0.0745,0.465,99.916
954,209106,79,0.614,0.574,-7.961,0.466,0.0253,3.2e-05,0.38,0.755,125.173
2884,166138,49,0.746,0.877,-3.782,0.0666,0.0375,0.000833,0.233,0.751,107.985
3306,304041,68,0.92,0.675,-5.661,0.263,0.307,0.0,0.104,0.749,141.967
1814,221253,70,0.615,0.711,-5.507,0.0779,0.0444,0.0,0.145,0.711,144.036
3197,232560,67,0.775,0.598,-7.274,0.0535,0.00175,4.44e-06,0.253,0.356,129.988
105,219240,58,0.666,0.968,-3.196,0.046,0.123,0.0,0.347,0.834,135.099
1380,255706,60,0.918,0.857,-5.032,0.0623,0.166,0.0003,0.0855,0.972,121.006
2782,219200,79,0.647,0.8,-5.384,0.165,0.0647,0.0,0.334,0.942,160.078
223,230133,73,0.908,0.557,-4.243,0.107,0.242,0.0,0.0709,0.897,90.032
2823,217306,53,0.627,0.703,-4.884,0.236,0.563,0.0,0.0962,0.64,81.897
199,197826,62,0.689,0.894,-6.342,0.0672,0.133,4.72e-05,0.0681,0.709,123.971
2905,202213,0,0.658,0.741,-2.86,0.0536,0.141,0.0,0.189,0.789,98.024
1063,243986,56,0.636,0.558,-7.076,0.0245,0.462,0.0,0.062,0.572,100.113
1557,245680,72,0.671,0.685,-5.762,0.05,0.00165,0.0,0.398,0.368,118.449
295,257200,60,0.682,0.744,-6.981,0.0365,0.376,0.00951,0.06,0.827,132.493
3552,194087,83,0.701,0.425,-10.965,0.375,0.328,0.13,0.1,0.562,135.128
2618,266600,79,0.457,0.757,-5.177,0.032,0.0206,0.0,0.146,0.417,102.961
2821,192670,62,0.688,0.841,-5.217,0.179,0.204,0.000295,0.229,0.743,133.912
2887,159693,48,0.8,0.677,-4.023,0.0393,0.00563,0.00409,0.0838,0.547,125.004
2216,235735,39,0.656,0.752,-5.522,0.0434,0.336,0.0,0.223,0.445,100.963
2301,242680,71,0.719,0.847,-6.34,0.0916,0.00201,0.0204,0.223,0.444,127.963
409,253200,43,0.686,0.698,-2.942,0.223,0.263,0.0,0.39,0.748,93.118
248,211493,57,0.775,0.729,-4.229,0.162,0.0303,0.00247,0.0361,0.895,104.719
3542,201707,73,0.708,0.648,-5.626,0.0449,0.0956,0.0,0.134,0.338,143.955
3227,204600,79,0.833,0.434,-8.795,0.431,0.0102,0.0219,0.165,0.281,150.062
465,228000,59,0.778,0.761,-5.529,0.0525,0.141,4.61e-05,0.0441,0.923,107.288
3472,194407,70,0.687,0.785,-4.65,0.0333,0.327,0.0,0.203,0.655,106.046
2947,213520,79,0.705,0.769,-5.526,0.0425,0.113,0.0,0.105,0.583,107.949
3065,187957,65,0.532,0.868,-4.23,0.0908,0.011,0.0,0.0584,0.529,110.127
3069,197815,0,0.674,0.71,-7.042,0.111,0.343,6.71e-06,0.129,0.234,101.983
1103,243053,52,0.478,0.863,-4.914,0.0387,0.0181,0.0,0.111,0.491,92.004
2164,243960,76,0.507,0.729,-5.399,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013
3415,238614,77,0.912,0.412,-8.074,0.123,0.0165,0.0126,0.104,0.423,154.983
1202,271160,60,0.867,0.504,-7.737,0.241,0.0358,0.0,0.307,0.84,82.996
852,273360,68,0.765,0.666,-5.384,0.172,0.102,0.0,0.116,0.756,87.002
715,209120,65,0.71,0.797,-3.006,0.0582,0.408,0.0,0.16,0.849,94.998
3371,220780,75,0.64,0.533,-6.596,0.0706,0.119,0.0,0.0864,0.515,99.968
2768,255631,74,0.503,0.727,-5.456,0.167,0.0159,9.45e-05,0.0895,0.521,121.985
538,238173,56,0.338,0.685,-5.178,0.0322,0.00052,0.000512,0.109,0.221,102.192
1394,253573,62,0.607,0.599,-6.886,0.0995,0.33,0.0,0.199,0.562,86.491
2425,232946,77,0.608,0.86,-5.324,0.0554,0.0991,0.0,0.262,0.437,127.075
1487,287480,61,0.727,0.71,-6.142,0.0742,0.0104,0.0,0.107,0.378,81.995
515,227386,70,0.665,0.695,-5.763,0.0532,0.347,0.0,0.106,0.707,90.119
1338,179120,80,0.731,0.807,-6.492,0.1,0.181,0.751,0.319,0.765,114.759
656,250746,69,0.866,0.749,-3.977,0.253,0.15,0.0,0.0614,0.891,92.074
2552,240346,61,0.665,0.886,-4.175,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062
1254,211186,45,0.7,0.887,-3.887,0.218,0.0805,0.0,0.376,0.883,166.104
26,284000,53,0.797,0.622,-5.642,0.29,0.0807,0.0,0.0841,0.731,93.02
778,186306,56,0.601,0.621,-5.576,0.0434,0.0374,1.75e-06,0.188,0.278,94.547
1650,179946,67,0.618,0.955,-3.836,0.0798,0.00221,3.09e-06,0.486,0.79,150.034
993,225533,65,0.741,0.759,-5.096,0.12,0.0218,0.0,0.628,0.362,97.084
3467,121886,79,0.669,0.308,-10.068,0.029,0.883,0.0,0.0984,0.52,64.934
3459,180822,80,0.52,0.761,-3.093,0.0853,0.256,4.96e-06,0.17,0.286,141.971
3479,231266,80,0.68,0.578,-5.804,0.04,0.331,0.0,0.135,0.341,145.038
3545,210746,77,0.585,0.909,-6.474,0.0707,0.0891,9.7e-05,0.119,0.758,93.372
2273,202960,76,0.7,0.709,-5.006,0.0838,0.0048,0.0,0.029,0.624,122.019
1232,226973,70,0.588,0.391,-8.607,0.0334,0.839,0.0,0.227,0.349,144.069
3556,202093,84,0.658,0.671,-12.21,0.0363,0.0933,0.000927,0.115,0.166,100.966
2696,266840,74,0.856,0.527,-5.225,0.0997,0.392,0.0,0.11,0.386,98.052
1064,243986,56,0.636,0.558,-7.076,0.0245,0.462,0.0,0.062,0.572,100.113
1072,179160,57,0.933,0.513,-13.203,0.347,0.00112,0.00248,0.107,0.595,102.017
335,304666,0,0.569,0.385,-9.919,0.0499,0.342,0.0,0.0876,0.339,99.738
2923,203653,71,0.556,0.658,-6.075,0.0265,0.164,0.0,0.113,0.787,80.529
2778,203466,65,0.753,0.801,-3.215,0.0296,0.403,0.0,0.128,0.794,128.011
598,231480,72,0.498,0.83,-5.157,0.0421,0.00461,0.0,0.139,0.453,89.342
433,239266,58,0.723,0.84,-3.523,0.0608,0.0619,0.0,0.0945,0.827,94.332
1746,238000,65,0.529,0.948,-3.527,0.0474,0.258,9.35e-06,0.283,0.65,146.024
1687,284186,55,0.622,0.882,-5.59,0.119,0.0912,0.0,0.216,0.762,77.506
3507,215064,63,0.628,0.797,-3.953,0.0596,0.0364,0.0,0.104,0.321,106.93
1214,233973,42,0.825,0.876,-6.556,0.211,0.00928,1.2e-05,0.205,0.48,120.066
3401,212500,76,0.842,0.801,-4.167,0.228,0.157,4.82e-06,0.0642,0.617,95.881
2584,174120,65,0.794,0.523,-7.829,0.161,0.0331,0.0,0.156,0.56,86.307
466,228000,59,0.778,0.761,-5.529,0.0525,0.141,4.61e-05,0.0441,0.923,107.288
666,304000,61,0.784,0.459,-9.74,0.317,0.0847,0.0,0.079,0.618,164.062
106,219240,58,0.666,0.968,-3.196,0.046,0.123,0.0,0.347,0.834,135.099
59,207866,55,0.761,0.662,-7.645,0.0548,0.292,6.19e-05,0.0956,0.631,120.043
184,230640,73,0.766,0.563,-7.516,0.0339,0.0263,0.683,0.115,0.964,126.007
539,216760,70,0.58,0.748,-5.433,0.0323,0.00935,0.0,0.753,0.584,109.781
2535,214912,72,0.572,0.81,-5.791,0.0558,0.0157,6.53e-06,0.13,0.11,126.052
427,238600,55,0.697,0.793,-4.699,0.323,0.0844,0.0,0.0619,0.56,89.767
2757,255093,2,0.545,0.78,-4.867,0.0436,0.0309,4.64e-05,0.0828,0.458,125.014
621,244826,63,0.655,0.488,-9.17,0.22,0.0825,1.16e-06,0.221,0.791,91.025
2795,217346,63,0.596,0.738,-3.109,0.0411,0.109,0.0,0.0947,0.461,127.961
1015,276603,58,0.666,0.922,-4.458,0.0429,0.0381,0.000191,0.0633,0.828,118.014
219,216733,71,0.736,0.811,-4.17,0.081,0.00132,0.000142,0.107,0.609,103.502
2515,247853,0,0.63,0.816,-6.535,0.15,0.124,0.00111,0.0616,0.85,128.012
1095,233186,63,0.395,0.979,-3.241,0.0766,0.0243,0.0,0.12,0.41,158.842
3514,260000,67,0.552,0.76,-4.706,0.342,0.0733,0.0,0.0865,0.639,135.702
2646,299960,0,0.826,0.571,-4.871,0.064,0.0239,7.38e-06,0.207,0.666,153.972
2936,238320,77,0.418,0.724,-3.724,0.0964,0.213,0.0,0.112,0.604,78.521
2983,250285,74,0.432,0.781,-4.038,0.0567,0.041,4.21e-06,0.0789,0.197,139.432
1868,241920,57,0.613,0.634,-3.472,0.0339,0.0178,0.0,0.0639,0.37,144.953
1913,208426,67,0.567,0.707,-5.455,0.0818,0.541,0.000176,0.1,0.751,171.917
2083,288670,0,0.687,0.865,-4.663,0.0349,0.0743,0.225,0.0966,0.261,117.015
1826,249066,66,0.485,0.911,-5.749,0.0355,8.67e-05,0.0,0.092,0.568,89.956
404,204400,54,0.705,0.717,-4.944,0.125,0.00369,0.461,0.0701,0.554,97.036
1295,265333,0,0.731,0.368,-10.38,0.0688,0.00544,0.0,0.193,0.512,145.171
1457,223533,30,0.451,0.682,-5.295,0.029,0.205,0.0,0.175,0.254,139.913
438,237800,64,0.66,0.536,-8.786,0.29,0.233,0.00669,0.111,0.775,159.963
518,233600,63,0.571,0.953,-5.601,0.0548,0.0011,0.000606,0.226,0.601,137.965
2750,228000,48,0.525,0.803,-4.052,0.0492,0.00129,0.000868,0.29,0.383,100.094
1349,234026,70,0.975,0.711,-3.904,0.0632,0.168,0.000552,0.0799,0.815,110.621
618,298600,54,0.772,0.724,-5.799,0.307,0.0149,0.0,0.355,0.518,84.038
327,257066,64,0.874,0.768,-4.086,0.311,0.0554,0.0,0.041,0.636,106.095
1671,220053,58,0.458,0.445,-8.391,0.361,0.64,0.0,0.118,0.447,82.82
3112,244453,3,0.623,0.734,-5.948,0.107,0.0162,1.75e-06,0.145,0.37,107.853
995,225533,65,0.741,0.759,-5.096,0.12,0.0218,0.0,0.628,0.362,97.084
1464,255413,61,0.444,0.708,-5.926,0.126,0.0419,0.0,0.0775,0.26,105.412
1112,207506,67,0.548,0.554,-6.408,0.0587,0.283,0.0,0.0708,0.382,79.918
351,228800,68,0.33,0.905,-5.047,0.0497,0.000233,8.14e-06,0.0712,0.259,163.142
1427,292373,63,0.906,0.584,-7.72,0.316,0.0576,0.0,0.128,0.831,129.055
328,257066,64,0.874,0.768,-4.086,0.311,0.0554,0.0,0.041,0.636,106.095
1713,236266,74,0.617,0.741,-3.97,0.0311,0.131,0.0,0.0772,0.306,118.984
939,296880,48,0.52,0.768,-3.489,0.359,0.0193,0.00034,0.104,0.398,79.178
1561,221933,74,0.736,0.74,-2.18,0.0786,0.515,0.0,0.0468,0.803,140.141
1263,223680,48,0.535,0.823,-5.338,0.0431,0.0113,3.88e-06,0.146,0.685,83.001
2726,193733,77,0.545,0.783,-4.261,0.0345,0.00489,0.0,0.132,0.551,174.084
2414,228026,46,0.603,0.831,-3.443,0.0479,0.027,0.0,0.652,0.358,72.022
1310,151640,61,0.7,0.465,-6.815,0.358,0.544,0.0,0.606,0.719,108.102
1123,201706,71,0.587,0.767,-5.713,0.0449,0.225,0.0,0.112,0.664,100.38
2194,197440,62,0.66,0.797,-6.096,0.0262,0.00646,0.000108,0.187,0.674,110.955
1633,170480,59,0.876,0.716,-6.884,0.135,0.0468,0.000482,0.0667,0.755,131.942
3679,201787,74,0.61,0.725,-5.131,0.15,0.367,0.0,0.154,0.291,146.163
1792,192573,70,0.791,0.713,-3.742,0.254,0.0163,0.0,0.189,0.514,130.012
